from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_trip_id,to_trip_id
3944,3944,4,0,14854193,14854442
3944,3944,4,0,14854194,14854443
3954,3314,0,240,,
3954,3333,2,300,,
3964,3944,2,180,,
3965,9255,0,240,,
3968,3979,0,240,,
397,1379,0,240,,
397,397,0,240,,
397,63,0,240,,
3973,12028,0,240,,
3973,3801,0,240,,
3975,3198,0,240,,
3975,3784,2,300,,
3984,10138,2,300,,
40,11302,2,360,,
40,35,0,240,,
40,8019,2,480,,
40,8035,2,420,,
40,8039,2,300,,
4002,3995,2,300,,
4004,4004,0,240,,
4004,4052,2,300,,
4010,12735,2,360,,
4010,12736,2,360,,
4010,4010,0,240,,
4010,4045,2,300,,
4015,4015,0,240,,
4016,10882,2,300,,
4016,4016,0,240,,
4016,4018,2,360,,
4016,4054,0,240,,
4016,4055,2,360,,
4018,10882,2,300,,
4018,4053,2,360,,
4018,4228,0,240,,
4030,4030,0,240,,
4043,10882,2,300,,
4043,4053,2,360,,
4043,4228,0,240,,
4045,12735,2,360,,
4045,12736,2,360,,
4045,4045,0,240,,
405,2081,0,240,,
405,405,0,240,,
405,4879,2,480,,
405,4887,2,480,,
405,584,0,240,,
4050,4274,2,360,,
4052,4004,2,300,,
4052,4052,0,240,,
4055,4015,2,300,,
4055,4055,0,240,,
4061,12696,2,300,,
4061,4061,0,240,,
4061,4830,2,300,,
4065,4371,0,240,,
4065,4391,0,240,,
407,4887,2,360,,
407,542,2,360,,
4071,4116,0,240,,
4077,4077,0,240,,
4087,4131,0,240,,
409,12375,2,300,,
409,12948,2,360,,
409,4496,2,360,,
409,8040,2,300,,
409,8535,0,240,,
410,12375,2,420,,
410,410,0,240,,
4107,4080,2,300,,
4107,4107,0,240,,
4107,4168,2,300,,
4112,4144,2,300,,
4114,4073,0,240,,
4130,4100,0,240,,
4138,4123,2,300,,
4138,4164,2,300,,
414,2737,2,300,,
4141,4120,2,300,,
415,10513,2,360,,
4154,4154,4,0,14856295,14856342
4154,4154,4,0,14856296,14856346
4154,4154,4,0,14856297,14856369
4154,4154,4,0,14856298,14856347
4154,4154,4,0,14856299,14856341
4154,4154,4,0,14856300,14856333
4154,4154,4,0,14856301,14856337
4154,4154,4,0,14856302,14856336
4154,4154,4,0,14856303,14856332
4154,4154,4,0,14856304,14856348
4154,4154,4,0,14856305,14856344
4154,4154,4,0,14856306,14856343
4154,4154,4,0,14856307,14856334
4154,4154,4,0,14856308,14856345
4154,4154,4,0,14856309,14856339
4154,4154,4,0,14856310,14856338
4154,4154,4,0,14856311,14856349
4154,4154,4,0,14856312,14856335
4154,4154,4,0,14856313,14856350
4154,4154,4,0,14856314,14856351
4154,4154,4,0,14856315,14856352
4154,4154,4,0,14856316,14856353
4154,4154,4,0,14856317,14856354
4154,4154,4,0,14856318,14856355
4154,4154,4,0,14856319,14856356
4154,4154,4,0,14856320,14856357
4154,4154,4,0,14856321,14856358
4154,4154,4,0,14856322,14856359
4154,4154,4,0,14856323,14856360
4154,4154,4,0,14856324,14856361
4154,4154,4,0,14856325,14856362
4154,4154,4,0,14856326,14856363
4154,4154,4,0,14856327,14856364
4154,4154,4,0,14856328,14856365
4154,4154,4,0,14856329,14856366
4154,4154,4,0,14856330,14856367
4154,4154,4,0,14856331,14856368
4154,4154,4,0,15070632,15070665
4154,4154,4,0,15070633,15070666
4154,4154,4,0,15070634,15070667
4154,4154,4,0,15070635,15070668
4154,4154,4,0,15070636,15070669
4154,4154,4,0,15070637,15070670
4154,4154,4,0,15070638,15070671
4154,4154,4,0,15070639,15070672
4154,4154,4,0,15070640,15070673
4154,4154,4,0,15070641,15070674
4154,4154,4,0,15070642,15070675
4154,4154,4,0,15070643,15070676
4154,4154,4,0,15070644,15070677
4154,4154,4,0,15070645,15070678
4154,4154,4,0,15070646,15070679
4154,4154,4,0,15070647,15070680
4154,4154,4,0,15070648,15070681
4154,4154,4,0,15070649,15070682
4154,4154,4,0,15070650,15070683
4154,4154,4,0,15070651,15070684
4154,4154,4,0,15070652,15070685
4154,4154,4,0,15070653,15070686
4154,4154,4,0,15070654,15070687
4154,4154,4,0,15070655,15070688
4154,4154,4,0,15070656,15070689
4154,4154,4,0,15070657,15070690
4154,4154,4,0,15070658,15070691
4154,4154,4,0,15070659,15070692
4154,4154,4,0,15070660,15070693
4154,4154,4,0,15070661,15070694
4154,4154,4,0,15070662,15070695
4154,4154,4,0,15070663,15070696
4154,4154,4,0,15070664,15070697
4154,4154,4,0,15070875,15070905
4154,4154,4,0,15070876,15070906
4154,4154,4,0,15070877,15070907
4154,4154,4,0,15070878,15070908
4154,4154,4,0,15070879,15070909
4154,4154,4,0,15070880,15070910
4154,4154,4,0,15070881,15070911
4154,4154,4,0,15070882,15070912
4154,4154,4,0,15070883,15070913
4154,4154,4,0,15070884,15070914
4154,4154,4,0,15070885,15070915
4154,4154,4,0,15070886,15070916
4154,4154,4,0,15070887,15070917
4154,4154,4,0,15070888,15070918
4154,4154,4,0,15070889,15070919
4154,4154,4,0,15070890,15070920
4154,4154,4,0,15070891,15070921
4154,4154,4,0,15070892,15070922
4154,4154,4,0,15070893,15070923
4154,4154,4,0,15070894,15070924
4154,4154,4,0,15070895,15070925
4154,4154,4,0,15070896,15070926
4154,4154,4,0,15070897,15070927
4154,4154,4,0,15070898,15070928
4154,4154,4,0,15070899,15070929
4154,4154,4,0,15070900,15070930
4154,4154,4,0,15070901,15070931
4154,4154,4,0,15070902,15070932
4154,4154,4,0,15070903,15070933
4154,4154,4,0,15070904,15070934
4188,4365,2,300,,
4189,4201,2,300,,
419,11019,0,240,,
419,419,0,240,,
419,483,0,240,,
4190,4190,0,240,,
4191,4191,0,240,,
4191,4243,0,240,,
4191,4301,0,240,,
4194,3994,2,300,,
4204,12687,2,300,,
4204,4186,2,300,,
4204,4212,0,240,,
4205,12687,2,300,,
4218,4371,0,240,,
4218,4391,2,360,,
4220,11263,2,300,,
4224,4061,2,300,,
4228,10879,0,240,,
4228,10882,0,240,,
4228,4018,0,240,,
4228,4228,0,240,,
423,11280,2,300,,
423,11281,2,300,,
423,12866,0,240,,
423,1586,0,240,,
4239,4231,0,240,,
4239,4239,0,240,,
4242,10865,0,240,,
4242,10867,0,240,,
4242,12693,0,240,,
4242,4242,0,240,,
4242,4459,0,240,,
4242,4471,0,240,,
4242,4568,0,240,,
4242,8037,0,240,,
4242,989,0,240,,
4243,4191,0,240,,
4243,4243,0,240,,
4243,4301,0,240,,
4243,4514,0,240,,
4295,4249,0,240,,
4295,4295,0,240,,
4296,4248,0,240,,
4297,4247,0,240,,
4301,4191,0,240,,
4301,4243,0,240,,
4301,4301,0,240,,
4301,4514,0,240,,
4304,4304,0,240,,
4319,4319,0,240,,
4323,4304,0,240,,
4324,4398,0,240,,
4326,4326,0,240,,
4329,4427,2,300,,
4329,4500,2,300,,
4336,4360,2,360,,
4341,4342,0,240,,
4346,4347,2,600,,
4346,4419,2,480,,
4347,4347,0,240,,
4355,4355,0,240,,
4355,8605,0,240,,
4360,4560,2,420,,
4360,4569,2,300,,
437,437,0,240,,
4371,4065,0,240,,
4371,4218,0,240,,
4371,4371,0,240,,
4384,4052,2,300,,
4384,4384,0,240,,
4403,4560,2,420,,
4403,4569,2,300,,
4407,4537,2,300,,
4412,4599,2,360,,
4414,4353,2,360,,
4414,4414,0,240,,
4416,4350,0,240,,
4427,4329,0,240,,
4427,4427,0,240,,
4427,4500,2,420,,
4427,4567,2,360,,
4429,9944,2,300,,
4440,4440,0,240,,
4443,4443,0,240,,
4447,4534,2,360,,
4448,4448,0,240,,
4456,11367,0,240,,
4456,4456,0,240,,
4459,10866,0,240,,
4459,10867,0,240,,
4459,12693,0,240,,
4459,4242,0,240,,
4459,4471,0,240,,
4459,4568,0,240,,
4459,8037,0,240,,
4459,989,0,240,,
4461,10947,0,240,,
4461,4461,0,240,,
4463,11639,2,360,,
4463,11645,2,300,,
4463,12683,2,300,,
4463,4463,0,240,,
4468,11708,2,360,,
4471,10865,0,240,,
4471,10867,0,240,,
4471,4242,2,120,,
4471,4459,0,240,,
4471,8037,2,120,,
4471,989,2,120,,
449,450,2,360,,
4491,10947,0,240,,
4491,4461,0,240,,
4491,4491,0,240,,
4491,4660,0,240,,
4496,44,2,300,,
4496,8535,2,300,,
4500,4329,2,300,,
4504,4504,0,240,,
4504,4517,0,240,,
4505,4505,0,240,,
4505,4516,0,240,,
4506,4506,0,240,,
4514,4191,0,240,,
4514,4243,0,240,,
4514,4301,0,240,,
4517,4504,0,240,,
4517,4517,0,240,,
453,493,2,360,,
4551,4551,4,0,14859115,14859414
4551,4551,4,0,14859116,14859440
4551,4551,4,0,14859117,14859439
4551,4551,4,0,14859118,14859433
4551,4551,4,0,14859119,14859432
4551,4551,4,0,14859120,14859412
4551,4551,4,0,14859121,14859411
4551,4551,4,0,14859122,14859430
4551,4551,4,0,14859123,14859426
4551,4551,4,0,14859124,14859431
4551,4551,4,0,14859125,14859438
4551,4551,4,0,14859126,14859413
4551,4551,4,0,14859127,14859434
4551,4551,4,0,14859128,14859437
4551,4551,4,0,14859129,14859422
4551,4551,4,0,14859130,14859421
4551,4551,4,0,14859131,14859420
4551,4551,4,0,14859132,14859419
4551,4551,4,0,14859133,14859436
4551,4551,4,0,14859134,14859423
4551,4551,4,0,14859135,14859428
4551,4551,4,0,14859136,14859394
4551,4551,4,0,14859137,14859417
4551,4551,4,0,14859138,14859404
4551,4551,4,0,14859139,14859403
4551,4551,4,0,14859140,14859402
4551,4551,4,0,14859141,14859401
4551,4551,4,0,14859142,14859399
4551,4551,4,0,14859143,14859406
4551,4551,4,0,14859144,14859429
4551,4551,4,0,14859145,14859415
4551,4551,4,0,14859146,14859408
4551,4551,4,0,14859147,14859405
4551,4551,4,0,14859148,14859400
4551,4551,4,0,14859149,14859397
4551,4551,4,0,14859150,14859425
4551,4551,4,0,14859151,14859418
4551,4551,4,0,14859152,14859407
4551,4551,4,0,14859153,14859398
4551,4551,4,0,14859154,14859424
4551,4551,4,0,14859155,14859395
4551,4551,4,0,14859156,14859427
4551,4551,4,0,14859157,14859393
4551,4551,4,0,14859158,14859396
4551,4551,4,0,14859159,14859416
4551,4551,4,0,14859160,14859435
4551,4551,4,0,14859161,14859409
4551,4551,4,0,14859162,14859410
4551,4551,4,0,14859163,14859410
4551,4551,4,0,14859212,14859504
4551,4551,4,0,14859213,14859506
4551,4551,4,0,14859214,14859503
4551,4551,4,0,14859215,14859480
4551,4551,4,0,14859216,14859477
4551,4551,4,0,14859217,14859493
4551,4551,4,0,14859218,14859507
4551,4551,4,0,14859219,14859496
4551,4551,4,0,14859220,14859488
4551,4551,4,0,14859221,14859485
4551,4551,4,0,14859222,14859481
4551,4551,4,0,14859223,14859500
4551,4551,4,0,14859224,14859497
4551,4551,4,0,14859225,14859494
4551,4551,4,0,14859226,14859501
4551,4551,4,0,14859227,14859484
4551,4551,4,0,14859228,14859483
4551,4551,4,0,14859229,14859482
4551,4551,4,0,14859230,14859505
4551,4551,4,0,14859231,14859498
4551,4551,4,0,14859232,14859490
4551,4551,4,0,14859233,14859492
4551,4551,4,0,14859234,14859478
4551,4551,4,0,14859235,14859489
4551,4551,4,0,14859236,14859475
4551,4551,4,0,14859237,14859486
4551,4551,4,0,14859238,14859476
4551,4551,4,0,14859239,14859499
4551,4551,4,0,14859240,14859495
4551,4551,4,0,14859241,14859479
4551,4551,4,0,14859242,14859491
4551,4551,4,0,14859243,14859487
4551,4551,4,0,14859244,14859502
4551,4551,4,0,14859279,14859551
4551,4551,4,0,14859280,14859537
4551,4551,4,0,14859281,14859553
4551,4551,4,0,14859282,14859552
4551,4551,4,0,14859283,14859545
4551,4551,4,0,14859284,14859549
4551,4551,4,0,14859285,14859548
4551,4551,4,0,14859286,14859560
4551,4551,4,0,14859287,14859561
4551,4551,4,0,14859288,14859550
4551,4551,4,0,14859289,14859546
4551,4551,4,0,14859290,14859558
4551,4551,4,0,14859291,14859544
4551,4551,4,0,14859292,14859547
4551,4551,4,0,14859293,14859556
4551,4551,4,0,14859294,14859543
4551,4551,4,0,14859295,14859536
4551,4551,4,0,14859296,14859557
4551,4551,4,0,14859297,14859559
4551,4551,4,0,14859298,14859542
4551,4551,4,0,14859299,14859541
4551,4551,4,0,14859300,14859539
4551,4551,4,0,14859301,14859554
4551,4551,4,0,14859302,14859555
4551,4551,4,0,14859303,14859540
4551,4551,4,0,14859304,14859538
4551,4551,4,0,14903697,14859408
4560,4360,2,480,,
4567,4427,2,300,,
4567,4500,2,300,,
4568,10867,0,240,,
4568,4242,2,120,,
4568,4459,0,240,,
4568,4471,0,240,,
4568,4568,2,120,,
4568,8037,2,120,,
4568,989,0,240,,
4569,4403,2,300,,
4579,4579,4,0,14859343,14859202
4579,4579,4,0,14859344,14859195
4579,4579,4,0,14859345,14859187
4579,4579,4,0,14859346,14859186
4579,4579,4,0,14859347,14859185
4579,4579,4,0,14859348,14859189
4579,4579,4,0,14859349,14859188
4579,4579,4,0,14859350,14859178
4579,4579,4,0,14859351,14859177
4579,4579,4,0,14859352,14859205
4579,4579,4,0,14859353,14859172
4579,4579,4,0,14859354,14859191
4579,4579,4,0,14859355,14859204
4579,4579,4,0,14859356,14859209
4579,4579,4,0,14859357,14859203
4579,4579,4,0,14859358,14859168
4579,4579,4,0,14859359,14859167
4579,4579,4,0,14859360,14859169
4579,4579,4,0,14859361,14859208
4579,4579,4,0,14859362,14859164
4579,4579,4,0,14859363,14859206
4579,4579,4,0,14859364,14859196
4579,4579,4,0,14859365,14859176
4579,4579,4,0,14859366,14859174
4579,4579,4,0,14859367,14859184
4579,4579,4,0,14859368,14859183
4579,4579,4,0,14859369,14859182
4579,4579,4,0,14859370,14859181
4579,4579,4,0,14859371,14859180
4579,4579,4,0,14859372,14859179
4579,4579,4,0,14859373,14859175
4579,4579,4,0,14859374,14859173
4579,4579,4,0,14859375,14859165
4579,4579,4,0,14859376,14859207
4579,4579,4,0,14859377,14859171
4579,4579,4,0,14859378,14859170
4579,4579,4,0,14859379,14859198
4579,4579,4,0,14859380,14859193
4579,4579,4,0,14859381,14859166
4579,4579,4,0,14859382,14859197
4579,4579,4,0,14859383,14859192
4579,4579,4,0,14859384,14859194
4579,4579,4,0,14859385,14859200
4579,4579,4,0,14859386,14859199
4579,4579,4,0,14859387,14859210
4579,4579,4,0,14859388,14859201
4579,4579,4,0,14859389,14859190
4579,4579,4,0,14859390,14859201
4579,4579,4,0,14859391,14859190
4579,4579,4,0,14859392,14859211
4579,4579,4,0,14859441,14859245
4579,4579,4,0,14859442,14859268
4579,4579,4,0,14859443,14859265
4579,4579,4,0,14859444,14859266
4579,4579,4,0,14859445,14859267
4579,4579,4,0,14859446,14859269
4579,4579,4,0,14859447,14859270
4579,4579,4,0,14859448,14859271
4579,4579,4,0,14859449,14859272
4579,4579,4,0,14859450,14859273
4579,4579,4,0,14859451,14859274
4579,4579,4,0,14859452,14859275
4579,4579,4,0,14859453,14859276
4579,4579,4,0,14859454,14859277
4579,4579,4,0,14859455,14859278
4579,4579,4,0,14859456,14859260
4579,4579,4,0,14859457,14859250
4579,4579,4,0,14859458,14859248
4579,4579,4,0,14859459,14859251
4579,4579,4,0,14859460,14859252
4579,4579,4,0,14859461,14859253
4579,4579,4,0,14859462,14859254
4579,4579,4,0,14859463,14859255
4579,4579,4,0,14859464,14859256
4579,4579,4,0,14859465,14859257
4579,4579,4,0,14859466,14859258
4579,4579,4,0,14859467,14859247
4579,4579,4,0,14859468,14859259
4579,4579,4,0,14859469,14859261
4579,4579,4,0,14859470,14859262
4579,4579,4,0,14859471,14859263
4579,4579,4,0,14859472,14859264
4579,4579,4,0,14859473,14859246
4579,4579,4,0,14859474,14859249
4579,4579,4,0,14859508,14859314
4579,4579,4,0,14859509,14859315
4579,4579,4,0,14859510,14859316
4579,4579,4,0,14859511,14859317
4579,4579,4,0,14859512,14859318
4579,4579,4,0,14859513,14859325
4579,4579,4,0,14859514,14859326
4579,4579,4,0,14859515,14859328
4579,4579,4,0,14859516,14859327
4579,4579,4,0,14859517,14859329
4579,4579,4,0,14859518,14859330
4579,4579,4,0,14859519,14859331
4579,4579,4,0,14859520,14859319
4579,4579,4,0,14859521,14859306
4579,4579,4,0,14859522,14859307
4579,4579,4,0,14859523,14859320
4579,4579,4,0,14859524,14859308
4579,4579,4,0,14859525,14859321
4579,4579,4,0,14859526,14859324
4579,4579,4,0,14859527,14859322
4579,4579,4,0,14859528,14859323
4579,4579,4,0,14859529,14859309
4579,4579,4,0,14859530,14859310
4579,4579,4,0,14859531,14859311
4579,4579,4,0,14859532,14859305
4579,4579,4,0,14859533,14859312
4579,4579,4,0,14859534,14859313
4579,4579,4,0,14859535,14859332
4599,4447,0,240,,
4599,4599,0,240,,
460,1522,0,240,,
460,1589,0,240,,
4608,13101,0,240,,
4608,4608,0,240,,
4629,4689,0,240,,
463,11014,2,300,,
463,11021,0,240,,
4640,4678,0,240,,
4642,12163,2,300,,
4644,4644,0,240,,
4644,4674,0,240,,
4647,4647,0,240,,
4647,4670,0,240,,
4652,4665,0,240,,
4654,4654,0,240,,
4654,4832,0,240,,
4656,10947,2,420,,
4656,4461,2,420,,
4656,4656,0,240,,
4660,10947,0,240,,
4660,4491,0,240,,
4674,4644,0,240,,
4674,4674,0,240,,
4722,10819,0,240,,
4722,10823,0,240,,
4734,8636,0,240,,
4750,10819,0,240,,
4750,10823,0,240,,
4756,10328,2,300,,
4756,4756,4,0,15069881,15069865
4756,4756,4,0,15069882,15069866
4756,4756,4,0,15069883,15069867
4756,4756,4,0,15069884,15069868
4756,4756,4,0,15069885,15069869
4756,4756,4,0,15069886,15069870
4756,4756,4,0,15069887,15069871
4756,4756,4,0,15069888,15069872
4756,4756,4,0,15069889,15069873
4756,4756,4,0,15069890,15069874
4756,4756,4,0,15069891,15069875
4756,4756,4,0,15069892,15069876
4756,4756,4,0,15069893,15069877
4756,4756,4,0,15069894,15069878
4756,4756,4,0,15069895,15069879
4756,4756,4,0,15069896,15069880
4756,4756,4,0,15070150,15070135
4756,4756,4,0,15070151,15070136
4756,4756,4,0,15070152,15070137
4756,4756,4,0,15070153,15070138
4756,4756,4,0,15070154,15070139
4756,4756,4,0,15070155,15070140
4756,4756,4,0,15070156,15070141
4756,4756,4,0,15070157,15070142
4756,4756,4,0,15070158,15070143
4756,4756,4,0,15070159,15070144
4756,4756,4,0,15070160,15070145
4756,4756,4,0,15070161,15070146
4756,4756,4,0,15070162,15070147
4756,4756,4,0,15070163,15070148
4756,4756,4,0,15070164,15070149
4756,4756,4,0,15073471,15073447
4756,4756,4,0,15073472,15073448
4756,4756,4,0,15073473,15073449
4756,4756,4,0,15073474,15073450
4756,4756,4,0,15073475,15073451
4756,4756,4,0,15073476,15073452
4756,4756,4,0,15073477,15073453
4756,4756,4,0,15073478,15073454
4756,4756,4,0,15073479,15073455
4756,4756,4,0,15073480,15073456
4756,4756,4,0,15073481,15073457
4756,4756,4,0,15073482,15073459
4756,4756,4,0,15073483,15073460
4756,4756,4,0,15073484,15073461
4756,4756,4,0,15073485,15073462
4756,4756,4,0,15073486,15073463
4756,4756,4,0,15073487,15073464
4756,4756,4,0,15073488,15073465
4756,4756,4,0,15073489,15073466
4756,4756,4,0,15073490,15073467
4756,4756,4,0,15073491,15073468
4756,4756,4,0,15073492,15073469
4756,4756,4,0,15073493,15073470
48,11563,2,300,,
48,98,0,240,,
4817,4817,4,0,15069897,15069913
4817,4817,4,0,15069898,15069914
4817,4817,4,0,15069899,15069915
4817,4817,4,0,15069900,15069916
4817,4817,4,0,15069901,15069917
4817,4817,4,0,15069902,15069918
4817,4817,4,0,15069903,15069919
4817,4817,4,0,15069904,15069920
4817,4817,4,0,15069905,15069921
4817,4817,4,0,15069906,15069922
4817,4817,4,0,15069907,15069923
4817,4817,4,0,15069908,15069924
4817,4817,4,0,15069909,15069925
4817,4817,4,0,15069910,15069926
4817,4817,4,0,15069911,15069927
4817,4817,4,0,15069912,15069928
4817,4817,4,0,15070107,15070121
4817,4817,4,0,15070108,15070122
4817,4817,4,0,15070109,15070123
4817,4817,4,0,15070110,15070124
4817,4817,4,0,15070111,15070125
4817,4817,4,0,15070112,15070126
4817,4817,4,0,15070113,15070127
4817,4817,4,0,15070114,15070128
4817,4817,4,0,15070115,15070129
4817,4817,4,0,15070116,15070130
4817,4817,4,0,15070117,15070131
4817,4817,4,0,15070118,15070132
4817,4817,4,0,15070119,15070133
4817,4817,4,0,15070120,15070134
4817,4817,4,0,15073498,15073520
4817,4817,4,0,15073499,15073521
4817,4817,4,0,15073500,15073522
4817,4817,4,0,15073501,15073523
4817,4817,4,0,15073502,15073524
4817,4817,4,0,15073503,15073525
4817,4817,4,0,15073504,15073526
4817,4817,4,0,15073505,15073528
4817,4817,4,0,15073506,15073527
4817,4817,4,0,15073507,15073529
4817,4817,4,0,15073508,15073530
4817,4817,4,0,15073509,15073531
4817,4817,4,0,15073510,15073532
4817,4817,4,0,15073511,15073533
4817,4817,4,0,15073512,15073534
4817,4817,4,0,15073513,15073535
4817,4817,4,0,15073514,15073536
4817,4817,4,0,15073515,15073537
4830,4061,2,300,,
4830,4830,0,240,,
4845,12939,2,420,,
4845,4845,0,240,,
4845,4939,0,240,,
4845,5093,0,240,,
4845,5230,0,240,,
4845,5244,0,240,,
4845,5553,0,240,,
4845,5997,0,240,,
4845,6080,0,240,,
4845,6455,0,240,,
485,12713,2,300,,
485,418,2,300,,
485,485,0,240,,
4879,405,2,480,,
4879,407,2,300,,
4879,542,2,360,,
4879,584,2,600,,
4881,10399,2,300,,
4881,11706,0,240,,
4881,13126,2,360,,
4881,4495,2,420,,
4881,4496,2,420,,
4881,4881,0,240,,
4881,8041,2,420,,
4881,9129,2,480,,
4882,11272,2,420,,
4882,4882,0,240,,
4887,4887,0,240,,
4915,11826,2,360,,
4915,4849,2,300,,
4917,12939,2,300,,
4917,4846,2,300,,
4917,4917,0,240,,
4917,5093,2,420,,
4925,5567,2,360,,
4925,5615,0,240,,
4928,4928,0,240,,
4928,9961,0,240,,
4929,4929,0,240,,
4933,5567,0,240,,
4933,5615,0,240,,
4936,11121,0,240,,
4936,4922,2,300,,
4936,6081,2,300,,
4939,4845,0,240,,
4939,4939,0,240,,
4939,5093,0,240,,
4939,5230,0,240,,
4939,5244,0,240,,
4939,5553,0,240,,
4939,5997,0,240,,
4939,6080,0,240,,
4939,6455,0,240,,
4949,5019,0,240,,
4949,5074,0,240,,
4950,11627,2,600,,
4950,11630,2,420,,
4960,4960,0,240,,
4960,4972,2,180,,
4961,12794,2,300,,
4961,12943,2,300,,
4961,4961,0,240,,
4961,4962,0,240,,
4961,4972,0,240,,
4962,12794,2,300,,
4962,4961,0,240,,
4962,4962,0,240,,
4962,4972,0,240,,
4965,10896,2,300,,
4965,10897,2,300,,
497,442,2,360,,
497,497,0,240,,
497,676,2,300,,
497,955,2,600,,
4972,12794,0,240,,
4972,12943,2,300,,
4972,4961,0,240,,
4972,4962,0,240,,
4972,4972,0,240,,
498,441,2,300,,
4981,11630,2,480,,
4982,11627,2,480,,
4984,5019,0,240,,
4984,5074,0,240,,
5003,8615,2,360,,
5004,5009,2,300,,
5007,11895,0,240,,
5007,5007,0,240,,
5007,5007,4,0,14862492,14862470
5007,5007,4,0,14862493,14862472
5007,5007,4,0,14862495,14862474
5007,5007,4,0,14862497,14862477
5007,5007,4,0,14862498,14862479
5007,5007,4,0,14862499,14862471
5007,5007,4,0,14862500,14862478
5007,5007,4,0,14862501,14862469
5007,5007,4,0,14862502,14862468
5007,5007,4,0,14862504,14862466
5007,5007,4,0,14862507,14862473
5007,5007,4,0,14862509,14862476
5007,5007,4,0,14862511,14862467
5007,5007,4,0,14862514,14862480
5007,5007,4,0,14862515,14862475
5007,5007,4,0,14862516,14862486
5007,5007,4,0,14862542,14862521
5007,5007,4,0,14862544,14862537
5007,5007,4,0,14862545,14862526
5007,5007,4,0,14862546,14862535
5007,5007,4,0,14862547,14862538
5007,5007,4,0,14862549,14862528
5007,5007,4,0,14862550,14862523
5007,5007,4,0,14862555,14862524
5007,5007,4,0,14862556,14862533
5015,11628,2,480,,
5015,11629,2,480,,
5019,4949,0,240,,
5019,4984,0,240,,
5019,5019,0,240,,
5019,5074,0,240,,
5021,5104,0,240,,
5021,5140,0,240,,
5023,5256,2,420,,
5024,5024,0,240,,
5024,5068,2,300,,
5025,11127,2,300,,
5025,11130,2,300,,
5025,5025,0,240,,
5029,5029,0,240,,
503,1244,0,240,,
503,503,0,240,,
5034,5656,0,240,,
5034,5678,2,300,,
5037,5719,0,240,,
5037,5725,0,240,,
5039,5039,0,240,,
5040,5039,2,360,,
5040,5050,2,300,,
5040,5794,2,360,,
5040,8351,2,360,,
5042,12155,0,240,,
5042,12695,0,240,,
5042,12916,0,240,,
5042,5042,0,240,,
5042,6468,2,480,,
5042,8059,0,240,,
5052,5719,0,240,,
5052,5725,0,240,,
5055,5656,0,240,,
5055,5678,0,240,,
5059,11701,2,360,,
5065,12938,2,300,,
5065,12942,2,300,,
5065,5028,0,240,,
5065,5255,0,240,,
5066,5066,0,240,,
5067,11127,2,300,,
5067,11130,2,300,,
5067,5067,0,240,,
5069,5069,0,240,,
5069,5250,0,240,,
5072,5104,0,240,,
5072,5140,0,240,,
5074,4949,0,240,,
5074,4984,0,240,,
5077,11629,2,480,,
5104,5021,0,240,,
5104,5072,0,240,,
5111,5059,0,240,,
5117,5659,0,240,,
5117,5675,0,240,,
5119,5119,0,240,,
5119,5125,0,240,,
5119,5723,0,240,,
512,1244,2,600,,
5122,10880,0,240,,
5122,10881,2,300,,
5122,11764,0,240,,
5122,11882,0,240,,
5122,5045,0,240,,
5122,5122,0,240,,
5122,5262,0,240,,
5122,5494,0,240,,
5122,5667,0,240,,
5122,5768,0,240,,
5122,5769,0,240,,
5122,5793,0,240,,
5122,5891,0,240,,
5122,6467,0,240,,
5124,5124,0,240,,
5124,5721,2,300,,
5127,5659,0,240,,
5127,5675,0,240,,
5138,11128,0,240,,
5138,11129,0,240,,
5140,5021,0,240,,
5140,5072,0,240,,
5148,5148,0,240,,
5148,5252,0,240,,
5148,5890,2,120,,
5148,6458,0,240,,
5148,7639,2,120,,
5176,5188,0,240,,
5176,5900,0,240,,
5180,11664,2,480,,
5180,5180,0,240,,
5180,5183,2,360,,
5180,5815,2,360,,
5180,9720,0,240,,
5183,11664,2,300,,
5183,5180,2,240,,
5183,5183,0,240,,
5183,5815,2,300,,
5183,9720,2,480,,
5187,5187,0,240,,
5216,6727,2,120,,
5216,6736,2,120,,
5216,7468,0,240,,
5216,7591,2,120,,
5216,7635,0,240,,
5230,4845,0,240,,
5230,4939,0,240,,
5230,5093,0,240,,
5230,5244,0,240,,
5230,5553,0,240,,
5230,6080,0,240,,
5230,6455,0,240,,
5242,5218,2,360,,
5242,6728,0,240,,
5242,6738,0,240,,
5250,5069,2,300,,
5250,5250,0,240,,
5250,5256,0,240,,
5250,5869,0,240,,
5252,5148,0,240,,
5252,6458,2,120,,
5256,5069,0,240,,
5256,5250,0,240,,
5256,5256,0,240,,
5256,5869,0,240,,
5274,5419,0,240,,
5274,6060,2,300,,
5275,5275,0,240,,
5275,5419,2,360,,
5285,5285,0,240,,
5285,5410,0,240,,
5285,6113,0,240,,
5285,6478,0,240,,
5287,11592,2,360,,
5287,5287,0,240,,
5287,5805,0,240,,
5287,5826,0,240,,
5288,11592,2,360,,
5288,5805,0,240,,
5288,5826,0,240,,
5295,5919,0,240,,
5295,5960,0,240,,
5311,5311,0,240,,
5323,5323,0,240,,
5332,11331,2,300,,
5332,13056,2,300,,
5335,11754,2,360,,
5335,5381,2,300,,
5336,5336,0,240,,
5336,7100,2,300,,
5336,8989,2,600,,
